e, e_dot, e_int, stamp, 
0.7854272750022826, 8.703201713903634e-05, 0.07542696494955405, 1700253846399731742, 
0.7854387967857392, 0.00010595292536182595, 0.07540532238284707, 1700253846447717339, 
0.7847835844983362, -0.0021456350131547155, 0.11294578441837555, 1700253846543572042, 
0.7847835844983362, -0.0021840409580102063, 0.0752461324711004, 1700253846543572042, 
0.7662903011595971, -0.061644277795797064, 0.08733019713428057, 1700253846655732392, 
0.7662903011595971, -0.061644277795797064, 0.0866387927569732, 1700253846655732392, 
0.7351075601992069, -0.10394246986796733, 0.07252592242670708, 1700253846751679344, 
0.7351075601992069, -0.10394246986796733, 0.07152862610998875, 1700253846751679344, 
0.6953069996122073, -0.13266853528999847, 0.1386434082025016, 1700253846943748601, 
0.651915311471323, -0.27730749575961294, 0.21103687137024427, 1700253847055718883, 
0.6050553784065055, -0.3008387373523395, 0.13555904800752835, 1700253847152057668, 
0.5564184206480655, -0.3183229694108584, 0.08703526658841124, 1700253847199706623, 
0.5083996229890289, -0.32218585139158873, 0.1066885853161387, 1700253847343728337, 
0.46184938559702404, -0.31523011683680474, 0.12997465748209203, 1700253847455115211, 
0.41773523376132804, -0.30221463075900273, 0.0964033907695064, 1700253847552095380, 
0.37435796478421945, -0.2916380693760153, 0.06037875279956577, 1700253847599568602, 
0.34064730600177884, -0.25695975919849734, 0.0721050627508876, 1700253847743061614, 
0.3125863157586932, -0.2059054967517541, 0.08748651087840396, 1700253847854980904, 
0.29020259834903905, -0.1681490255091326, 0.06543948854472849, 1700253847951150366, 
0.2715629820847778, -0.13674444557971807, 0.04230463048735312, 1700253848000132864, 
0.2548896164625656, -0.11770993962157823, 0.05243503385415063, 1700253848143771563, 
0.24056527038266795, -0.10332570567369952, 0.06523254901209871, 1700253848255273787, 
0.23012848248178097, -0.08253711326928204, 0.05024792873868149, 1700253848351526857, 
0.22169891687277365, -0.06288784503298099, 0.0332082224180695, 1700253848399158423, 
0.21332164998657077, -0.056022774984034, 0.042637731568668576, 1700253848543834423, 
0.2043284989616767, -0.05790139303698982, 0.054561236238270576, 1700253848655174608, 
0.19285640363923817, -0.068217487824442, 0.042386569448984064, 1700253848752119998, 
0.18114180749028996, -0.07728897157128915, 0.027758618734333548, 1700253848799169092, 
0.17007030720109317, -0.07595365479381666, 0.034772907396619986, 1700253848943858205, 
0.15865402541526863, -0.07495927358340444, 0.043592645377924774, 1700253849055663740, 
0.1468065611226853, -0.07754582026135955, 0.03290743719417645, 1700253849151462617, 
0.13650612898685544, -0.07382632142804398, 0.028303008968171377, 1700253849247780078, 
0.12602226322407217, -0.06928099299537711, 0.02624965614623797, 1700253849343845329, 
0.11560604449976086, -0.06966694829031524, 0.026141705780099802, 1700253849455180171, 
0.10702060477435882, -0.06333886149904451, 0.024172593806781054, 1700253849551841909, 
