kf_x, kf_y, stamp, 
-0.002313239356371884, 8.056392021775587e-05, 1701460904297766868, 
-0.0023116720631514488, 8.382805219639759e-05, 1701460904390927707, 
-0.002314684192732049, 7.753071178739134e-05, 1701460904500716184, 
-0.0023164332583344755, 7.385820627747848e-05, 1701460904600828773, 
-0.0023193126957571555, 6.780882173837628e-05, 1701460904696728105, 
-0.0023222944986777054, 6.153422126799133e-05, 1701460904790714386, 
-0.0023266374692446712, 5.2385780340189466e-05, 1701460904900718611, 
-0.002327807331988242, 4.990917184106938e-05, 1701460905000713151, 
-0.0023267948205623543, 5.2035294501252295e-05, 1701460905101719364, 
-0.0023234709947261424, 5.904230856781758e-05, 1701460905191556830, 
-0.0023159630514598562, 7.489121676409235e-05, 1701460905300726451, 
-0.0023159000901706154, 7.503321549003772e-05, 1701460905400706595, 
-0.002318062358558724, 7.046854863194377e-05, 1701460905500698821, 
-0.0023162473486951084, 7.4303918327701e-05, 1701460905591401827, 
-0.002314699105750639, 7.75785657012942e-05, 1701460905700718062, 
-0.0023126390333466883, 8.19369175589684e-05, 1701460905800695596, 
-0.002313171114956161, 8.081312511489064e-05, 1701460905900704126, 
-0.0023076926122487097, 9.240597582892657e-05, 1701460905991518899, 
-0.002308658266677499, 9.036489926619253e-05, 1701460906091146945, 
-0.002302926174605465, 0.0001024992883444709, 1701460906200798654, 
-0.0023074534175807396, 9.291703929899878e-05, 1701460906301710129, 
-0.0023084870308866566, 9.072852818306704e-05, 1701460906394842818, 
-0.0023136736367527487, 7.974525556816013e-05, 1701460906486702593, 
-0.00231856059403698, 6.939421068022144e-05, 1701460906596871730, 
-0.0023190208067474806, 6.84183375533138e-05, 1701460906695709318, 
-0.0023284819118080074, 4.837753036486605e-05, 1701460906794499284, 
-0.0023287136214662145, 4.7885022511119806e-05, 1701460906906723108, 
-0.002328675703708979, 4.796471024189428e-05, 1701460907000744904, 
-0.0023266110725550797, 5.233846590366276e-05, 1701460907100712644, 
-0.0023255228873814175, 5.464390757270214e-05, 1701460907191517691, 
-0.002326992823247891, 5.152961150842186e-05, 1701460907300751119, 
-0.0023181298928549258, 7.030812941104176e-05, 1701460907400897131, 
-0.0023192673693407137, 6.789842843567549e-05, 1701460907501718713, 
-0.002316119481867616, 7.456852377939645e-05, 1701460907591424939, 
-0.0023167428696044792, 7.324779168568462e-05, 1701460907700857018, 
-0.0023173793129416015, 7.189922159537815e-05, 1701460907800911340, 
-0.0023185376629708972, 6.94446759655818e-05, 1701460907901725304, 
-0.0023271620299206825, 5.116938783063369e-05, 1701460907992164118, 
-0.0023301226440994908, 4.4895466967795184e-05, 1701460908100848103, 
-0.002329147613639307, 4.696151781899457e-05, 1701460908200742437, 
-0.002328815272956624, 4.766574537612046e-05, 1701460908300733078, 
-0.002325054112870741, 5.563601594773402e-05, 1701460908392008443, 
-0.002319501077764581, 6.740363885275298e-05, 1701460908500850093, 
-0.0023194702262099914, 6.746911130085472e-05, 1701460908600951826, 
-0.002317880726499612, 7.083752967422839e-05, 1701460908700736225, 
-0.0023176291039707394, 7.137078407362889e-05, 1701460908791898570, 
-0.0023204809170224772, 6.532732129572372e-05, 1701460908900774018, 
-0.002316122988420152, 7.456253333576377e-05, 1701460909000746169, 
-0.0023211612594855693, 6.388551783835454e-05, 1701460909100730315, 
-0.0023226589727478853, 6.071154758617183e-05, 1701460909193005336, 
-0.0023177458480693534, 7.112342631452316e-05, 1701460909303163893, 
-0.002315562078280067, 7.575130453855824e-05, 1701460909402870172, 
-0.0023174797579336185, 7.168734835096386e-05, 1701460909448672101, 
-0.0023281915284183137, 4.898662688794957e-05, 1701460909751503069, 
-0.0023398891752300656, 2.4196548204344567e-05, 1701460909801948799, 
-0.0023339725877474194, 3.6735146124214847e-05, 1701460910087995514, 
-0.0023221132593405076, 6.186787916608212e-05, 1701460910200724195, 
-0.0023274422088564693, 5.0574567658948826e-05, 1701460910299450985, 
-0.003582819267987934, -0.002609873445401125, 1701460910390858998, 
-0.002766371550637265, -0.0009234409023412141, 1701460910492759937, 
0.00048702591373792894, 0.005298085403078535, 1701460910600766821, 
0.0066015264185841915, 0.015619822546931665, 1701460910697812175, 
0.013760544885951933, 0.02552569665590363, 1701460910790790605, 
0.024416593379677276, 0.038225407303454854, 1701460910901773665, 
0.03566881296031529, 0.04903237247157911, 1701460911001017804, 
0.04662834893905568, 0.057933960148989966, 1701460911097810682, 
0.05671124009489249, 0.06504131071185072, 1701460911191226456, 
0.06786747211522501, 0.07114974969156539, 1701460911301805522, 
0.07755659591712587, 0.07478479284444105, 1701460911400794420, 
0.08855746289562122, 0.0783690638504119, 1701460911503820943, 
0.09845093124657572, 0.0810087643258988, 1701460911591057007, 
0.1098525541452058, 0.08282445343025974, 1701460911691781713, 
0.12144524604094388, 0.0839428925758801, 1701460911800809495, 
0.13116114538755855, 0.08393683765421824, 1701460911901780142, 
0.13987735457371886, 0.08333225743657775, 1701460911991044015, 
0.14966236950148532, 0.0823264634495348, 1701460912091018779, 
0.15982428584058314, 0.08091009520685877, 1701460912195803003, 
0.16973456209625903, 0.07891362877868793, 1701460912296802639, 
0.1792541541364103, 0.07677974427617894, 1701460912396330442, 
0.1877243566354281, 0.07466075922090763, 1701460912486787360, 
0.19820002882537613, 0.0720197396043012, 1701460912597798078, 
0.20734080440391076, 0.06945731471188298, 1701460912697055796, 
0.21683866790444717, 0.06685945408332647, 1701460912795060456, 
0.22539807772699139, 0.06439814152159608, 1701460912885888595, 
0.23599772113883544, 0.061515140538936426, 1701460912997793555, 
0.2453745505466964, 0.059014018771696986, 1701460913096793225, 
0.2548507243832199, 0.05666055673892932, 1701460913194198446, 
0.2636789381701641, 0.05456050237801528, 1701460913285791676, 
0.274598812454604, 0.05219144312371437, 1701460913396799332, 
0.2836718825900332, 0.05031240091470733, 1701460913496799653, 
0.2934930876448785, 0.04820532524848725, 1701460913594059129, 
0.30441099125343685, 0.045903215867822394, 1701460913706819080, 
0.3136828713035037, 0.04393550303432187, 1701460913801816984, 
0.3234314248932593, 0.04162777480368128, 1701460913901794393, 
0.3318063643714633, 0.03943937919755304, 1701460913991366314, 
0.34238000024771437, 0.03649076593262089, 1701460914101820127, 
0.3524551964206323, 0.033587658629586147, 1701460914201789449, 
0.361576464088184, 0.03075711485226313, 1701460914301793133, 
0.3696869723121416, 0.02808608165264377, 1701460914392728501, 
0.3798325448176337, 0.024705853411939965, 1701460914501823013, 
0.38920999970050235, 0.021500549470964508, 1701460914602064393, 
0.39902197040586934, 0.01788740440464733, 1701460914701803250, 
0.40745706971235923, 0.01461537083090683, 1701460914791875010, 
0.4174127905986871, 0.010641393835985806, 1701460914902950144, 
0.42615549864823676, 0.0068098809863154025, 1701460915001796286, 
0.43498396867672046, 0.0026509200393196046, 1701460915102001029, 
0.4435492771465093, -0.0015434975249373109, 1701460915191897506, 
0.452576563877776, -0.005939428196801038, 1701460915302515408, 
0.4589125971373346, -0.008536240207345521, 1701460915401729112, 
0.4610969770883431, -0.009057881779713844, 1701460915462161600, 
0.4645360229123924, -0.010564629215945755, 1701460915611118459, 
0.46389004691349434, -0.010884558097739548, 1701460915710936559, 
0.46258070627376147, -0.010845466756154632, 1701460915789793984, 
0.4571746531104721, -0.010088765691568803, 1701460915899642561, 
0.44801419079991084, -0.010828928089383186, 1701460916000424248, 
0.4393940827895184, -0.013640110643586997, 1701460916090383318, 
0.4296354927560477, -0.01871497584373935, 1701460916210215066, 
0.42516345922143484, -0.02117211240282691, 1701460916300387284, 
0.4216832126481962, -0.02197089831752278, 1701460916399997428, 
0.4199867785465965, -0.02129525703673532, 1701460916489972116, 
0.41917177337636313, -0.020779889336315503, 1701460916608829510, 
0.41877954702827924, -0.020626837245378837, 1701460916698822923, 
0.4190067619887064, -0.020788607024370916, 1701460916799563437, 
0.4190406668836289, -0.021499041361547663, 1701460916878827053, 
0.419564931027186, -0.022239297416130604, 1701460917008834379, 
0.4204010252277225, -0.02217263629746732, 1701460917098830953, 
0.4214956624951257, -0.021541633302767912, 1701460917198008973, 
0.42261401405769466, -0.02075239535596377, 1701460917297837894, 
0.4234906802491328, -0.019886515802731125, 1701460917407878431, 
0.4237984053194171, -0.01943285818840261, 1701460917497903990, 
0.4240416697640994, -0.01890078265023112, 1701460917598393406, 
0.4239071032377418, -0.018792747541503712, 1701460917697894453, 
0.42365539083479636, -0.018918532891320783, 1701460917806852248, 
0.42356546334448014, -0.018930282058214908, 1701460917896871526, 
0.42357836228437684, -0.01890800531113888, 1701460917997055551, 
0.4237125947134493, -0.018767426300068234, 1701460918097344405, 
0.4239812241452414, -0.018434031176752148, 1701460918206863103, 
0.4242200409192056, -0.0180995522374882, 1701460918287359686, 
0.4243913195765885, -0.017810806081367744, 1701460918397140274, 
0.42445312675484187, -0.017662896397914747, 1701460918495846034, 
0.42442114302025025, -0.017686744349504985, 1701460918605857106, 
0.4243542383563198, -0.01777121905977628, 1701460918706123505, 
0.4243789245269478, -0.017702904580027507, 1701460918796282487, 
0.4243622836158719, -0.01773372704996889, 1701460918896208102, 
0.4243161589892012, -0.017821940987209652, 1701460919006287192, 
0.4242931195789522, -0.01787069400721927, 1701460919105035611, 
0.4242419428374379, -0.017959779027486182, 1701460919195060859, 
0.42364997144493804, -0.019165022645947827, 1701460919295197593, 
0.424217674946245, -0.01795999566676039, 1701460919402032476, 
0.42461684898085067, -0.016936598333226364, 1701460919501850290, 
0.4241965770040535, -0.017966052027158726, 1701460919592184418, 
0.4249448651349505, -0.01617136983084672, 1701460919691876949, 
0.4248786555082115, -0.016329655151241712, 1701460919801834514, 
0.4249523454686889, -0.016148645130599323, 1701460919901952624, 
0.42492060695715855, -0.016227782361823373, 1701460919992233885, 
0.42548677189922934, -0.014987303603915939, 1701460920101862214, 
0.4269503337247355, -0.011984988067210123, 1701460920202047322, 
0.43012057310760105, -0.0063860566396447185, 1701460920301880285, 
0.4343863047420904, -0.0005399786076968824, 1701460920392186203, 
0.44120265682615145, 0.006684934620067475, 1701460920501882679, 
0.449152885287604, 0.012644407003896829, 1701460920601878478, 
0.4564804997773808, 0.01647814592454714, 1701460920702282666, 
0.46165208028197297, 0.018437449610540682, 1701460920793062736, 
0.4667823502259352, 0.01983995336332223, 1701460920901877422, 
0.47016664806791897, 0.019809057427807218, 1701460921002054228, 
0.46888197408617177, 0.020134057488821158, 1701460921101892922, 
0.46908932698509775, 0.020400566881605044, 1701460921192870251, 
0.468990142259714, 0.020317009968731228, 1701460921301928799, 
0.4689914689075154, 0.020270915702976632, 1701460921402079427, 
0.469222668313386, 0.02031591347870642, 1701460921502033531, 
0.4692667702143048, 0.02028247816873877, 1701460921593543278, 
