acc_x, acc_y, angular_z, stamp, 
0.26430201530456543,0.3749472498893738,-0.0011325228490277157,1696617300829003808,
0.35690838098526,-0.1497582197189331,0.014087388225740407,1696617300848761130,
0.2381085753440857,-0.08398634195327759,0.008546932050117674,1696617301058385572,
-0.3247191309928894,-0.1441737413406372,0.02110332837149483,1696617301277975391,
0.23891210556030273,0.15301966667175293,0.014188223579003855,1696617301477753702,
0.1319030523300171,-0.07365584373474121,0.005634052552383714,1696617301667448739,
-0.059300899505615234,0.041623055934906006,0.01028240418518564,1696617301919426976,
0.22444069385528564,0.5196115970611572,0.002012231914616829,1696617302126875022,
-0.1898951530456543,0.512217104434967,-0.005626424376539796,1696617302336867460,
-0.578032910823822,-0.16499298810958862,0.02363815484719303,1696617302655144440,
-0.007565796375274658,-0.2926926016807556,-0.0034803867950475445,1696617302985672952,
0.5361000299453735,0.19410616159439087,0.04135951384016427,1696617303304154236,
-0.22537827491760254,0.1870959997177124,0.002789242085847325,1696617303624742324,
-0.3464950919151306,-0.01827108860015869,-0.01029719844952329,1696617303954402110,
-0.1596246361732483,-0.12875932455062866,-0.007264067521886951,1696617304272874097,
0.037179410457611084,0.14128798246383667,0.008131550435100799,1696617304583430483,
-0.48874813318252563,-0.06128638982772827,-0.0015045290211182893,1696617304925656674,
-0.10150021314620972,0.714345395565033,0.04423715791154127,1696617305252476148,
0.18741381168365479,-0.3227919936180115,-0.03777813387834808,1696617305572067975,
0.17195910215377808,0.39380043745040894,0.008858786967768642,1696617305891604281,
-0.4374840259552002,-0.3802427053451538,-0.0028986136484604793,1696617306222503939,
-0.09976845979690552,0.4501001834869385,-0.007983021352101612,1696617306542194118,
0.1490849256515503,0.15608477592468262,-0.0009722001986829491,1696617307022248248,
-0.29426395893096924,-0.6623507738113403,0.012495541871650123,1696617307349566764,
-0.061550021171569824,-0.011453807353973389,-0.02088195468610697,1696617307678172195,
-0.010365843772888184,-0.038556814193725586,0.009330207888708827,1696617307998722070,
0.5899603366851807,0.402249276638031,0.004542509881342221,1696617308328401985,
