imu_ax, imu_ay, kf_ax, kf_ay, odom_v, odom_w, kf_vx, kf_w, odom_x, odom_y, kf_x, kf_y, odom_th, kf_th, stamp, 
0.03412896394729614, -0.009189009666442871, 0.032574459087203946, 7.7490731271048e-09, 7.85226724559563e-06, 0.00010408425441710278, 7.799524197786778e-05, 9.935315194359812e-05, 0.18495813012123108, -2.329397439956665, 0.18648073406127985, -2.327530471737517, -1.4207638149948372, -1.4383036026999898, 1700247389068915453, 
-0.00012093782424926758, -0.016204118728637695, 0.010938950940579853, 1.1832992725332942e-08, 0.0, -3.68885048374068e-06, 0.0003898738933074404, 3.035082094096994e-05, 0.18495813012123108, -2.329397439956665, 0.18647930286265857, -2.3275197331570783, -1.4207639706137418, -1.4383019246884055, 1700247389117389616, 
-0.004032254219055176, 0.005803585052490234, 0.001589104085658915, 1.980891097351306e-08, 7.95285299642356e-06, 9.488630894338712e-05, 0.00027492750649671393, 7.20513972062298e-05, 0.18495768308639526, -2.3293979167938232, 0.1864802792391859, -2.3275270590730663, -1.4207593044380649, -1.4382987854582225, 1700247389168271313, 
0.37034183740615845, 0.04722118377685547, 0.22979157251927898, 1.019341694953983e-07, 3.5833486716719226e-06, 2.1011604985687882e-05, 0.0021019075037288434, 4.849603006534027e-05, 0.18495753407478333, -2.3293981552124023, 0.18645892605005482, -2.3273668365792695, -1.4207579329510827, -1.438295987626321, 1700247389227843035, 
-0.47460412979125977, 0.7720869779586792, -0.20562943657967278, 0.00036286414621285407, 0.004515573080686932, 0.1355006992816925, 0.004279892277097101, 0.08478347648015383, 0.18479803204536438, -2.329648017883301, 0.1864815526956424, -2.3275356419711724, -1.4140601733644684, -1.4355670564792489, 1700247389277274606, 
0.3629189729690552, -0.4499102234840393, 0.14561975504592747, -0.009454368543633332, 0.01416008795143205, 1.027626872062683, -0.014188989944705585, 0.6663172347346044, 0.18526069819927216, -2.330465793609619, 0.18644273134029596, -2.327230965384518, -1.3329053083862037, -1.4130718646141625, 1700247389374230799, 
-0.4947143793106079, 0.07361632585525513, -0.24968788391663985, 0.033054423362832513, 0.030512797458962123, 1.11221182346344, 0.035111245367319924, 0.9414198504504824, 0.1852661669254303, -2.3331923484802246, 0.18656204498176962, -2.3280963615110495, -1.226966223230793, -1.3712033520648619, 1700247389467142233, 
0.11938422918319702, 0.07461178302764893, -0.021386775685164505, 0.04971904912111046, 0.042008205473906914, 1.0071934461593628, 0.05059734016013101, 0.9826415571205734, 0.18628434836864471, -2.3369600772857666, 0.18702008800364744, -2.330403711088517, -1.1253357346593171, -1.3228533301394334, 1700247389568928841, 
-0.03960704803466797, 0.027769505977630615, -0.03271716130928475, 0.041325525988456575, 0.04991767757263849, 0.9902686476707458, 0.04187213462521731, 0.9869457661604016, 0.18829181790351868, -2.341651678085327, 0.18760551675793768, -2.3327011544092997, -1.0152470073166109, -1.2735862936566549, 1700247389677390731, 
0.02843654155731201, -0.11030477285385132, 0.004596938241801518, -0.009523805928541868, 0.05547286558238058, 1.047889232635498, -0.009317694253407331, 1.0221204591532036, 0.19095413386821747, -2.3458454608917236, 0.18795040247627115, -2.333746038766589, -0.9160812567381683, -1.2231268610703816, 1700247389773204259, 
-0.1501142382621765, 0.06855946779251099, -0.09046877078318141, 0.0467614984448302, 0.0660134316380495, 1.0091053247451782, 0.04612562060142801, 1.0137857840200528, 0.19448794424533844, -2.3505642414093018, 0.18813689201680697, -2.3343291402847424, -0.8205174066600202, -1.1723084742555936, 1700247389867254602, 
0.8504531979560852, 0.2264065146446228, 0.4917205622527985, 0.1290537753911062, 0.07644498786298617, 1.042319655418396, 0.12477795123742315, 1.0342674656161581, 0.19959960877895355, -2.3558363914489746, 0.18951269852699382, -2.3376369215449815, -0.7193482651165362, -1.1209911776644876, 1700247389967339354, 
0.3116164207458496, -0.17095398902893066, 0.37907735640771634, 0.008692367089572293, 0.0942893840385796, 1.0812667608261108, 0.008280616069002655, 1.049724684388034, 0.20703193545341492, -2.3621022701263428, 0.19117425225600754, -2.3409692091590717, -0.6019702044528127, -1.06874403249475, 1700247390077968892, 
