e, e_dot, e_int, stamp, 
1.973979066414536, 0.0, 0.5046605002336451, 1697824783123493547, 
1.973979066414536, 0.0, 0.2837467625800693, 1697824783155813531, 
1.961898264682182, -0.013236827239284939, 0.66297157738837, 1697824783460035520, 
1.8850957378062299, -0.09753362022584365, 1.179563684346954, 1697824783763734408, 
1.7925952759696346, -0.18503035084330288, 1.146318739547035, 1697824784069823937, 
1.6843605104320707, -0.2037899494371496, 1.17280968645335, 1697824784419906592, 
1.5920574556144276, -0.20429436834680326, 1.1050400103687783, 1697824784723821051, 
1.502535294855611, -0.20486728535760457, 0.9428410205783526, 1697824785011777428, 
1.3812336843859216, -0.20468274053515967, 1.0265756227117862, 1697824785411901099, 
1.2883362561947482, -0.20261507629612518, 0.9804730491871624, 1697824785716797791, 
1.196546836533806, -0.20247609974771175, 0.7836475235617444, 1697824786019989966, 
1.0900225755414337, -0.20171797998054397, 0.781048519637722, 1697824786372240417, 
1.0019965247304288, -0.20283246971269495, 0.7013806008898321, 1697824786659825640, 
0.9087281002257996, -0.2038708439282851, 0.5930048320577379, 1697824786965097588, 
0.8004662638962313, -0.20444536414814266, 0.5937398984414731, 1697824787316813572, 
0.7076068448328138, -0.20475157966865484, 0.5274572925160069, 1697824787619835707, 
0.6197241467075263, -0.203715333957369, 0.4194911534683102, 1697824787908257826, 
0.5120623087147125, -0.20359175459310042, 0.39251033196389506, 1697824788260009288, 
0.4191583404815307, -0.20359561727364447, 0.3394714617657529, 1697824788564899112, 
0.326428786216553, -0.20326270148841977, 0.25523850578174334, 1697824788868855836, 
0.22099724978997695, -0.20181815876075512, 0.2110218116319773, 1697824789219850144, 
0.13633989964841048, -0.19771161451822203, 0.14590854474523898, 1697824789509024659, 
0.06870747633149776, -0.17200825819990984, 0.08408598143996109, 1697824789811942918, 
