e, e_dot, e_int, stamp, 
1.166220653980439, 2.7086280191361094e-05, 0.23324358907048393, 1701461889489414658, 
1.166220653980439, 0.0, 0.2332441307960878, 1701461889489414658, 
1.1662144645689683, -2.0631371568935464e-05, 0.2332437181686564, 1701461889789382716, 
1.166209363975533, -3.763334968616879e-05, 0.23324296550166268, 1701461889899834817, 
1.1662078158328644, -2.216245367966015e-05, 0.2332421096251577, 1701461889980424629, 
1.1665278475603447, 0.0010616119493718952, 0.2332630018245828, 1701461890049171303, 
1.1665278475603447, 0.001066772424934322, 0.23328423406357027, 1701461890049171303, 
1.1619537098390929, -0.015247125737506048, 0.2330006269973188, 1701461890289549006, 
1.1562213476404237, -0.0343549997330698, 0.23231352700265742, 1701461890380591772, 
1.1495411965481306, -0.04137504430320756, 0.23118108360184314, 1701461890489347988, 
1.1495411965481306, -0.022267170307643802, 0.230353582715779, 1701461890489347988, 
1.1426999858977758, -0.022804035501182707, 0.22945215859960247, 1701461890700722323, 
1.1355398041207878, -0.04667130809114258, 0.2285187324377796, 1701461890799144931, 
1.1282834612967074, -0.04805508200356116, 0.2271015500876847, 1701461890889471387, 
1.1213878937158464, -0.047173034683138194, 0.2256807439422228, 1701461890989239811, 
1.1149765891784, -0.04435624039435796, 0.22430986294606356, 1701461891099159708, 
1.1089995860223838, -0.04129435897820851, 0.2230242712611087, 1701461891199068465, 
1.1089995860223838, -0.019923343853387454, 0.22219838408154452, 1701461891199068465, 
1.1036543724274692, -0.01781737864971526, 0.22144356963148243, 1701461891339025638, 
1.0980894271219628, -0.03636719633473673, 0.22071622570478772, 1701461891498933499, 
1.093119061367303, -0.03511770353388751, 0.21965752406111566, 1701461891579377869, 
1.0881203863043636, -0.033230136058663984, 0.21862192498624194, 1701461891689190246, 
1.0832433934115164, -0.032918893185955124, 0.21763218940554552, 1701461891788563130, 
1.0778949958519806, -0.03408463484127674, 0.21661725170452403, 1701461891889484363, 
1.0726791201889838, -0.035214244075108724, 0.21558783396349876, 1701461891999013243, 
1.0677733938295666, -0.03373867340804656, 0.2145565006580354, 1701461892089407044, 
1.0623429033184117, -0.03445405623524023, 0.2135196944891308, 1701461892189648118, 
1.0569625598977292, -0.0360361131061245, 0.2124719238030472, 1701461892299175863, 
1.0514098545450963, -0.03644349591105156, 0.21138102118408247, 1701461892398959990, 
1.0455669148463442, -0.037985483504616724, 0.2102626219526113, 1701461892488777621, 
1.0398322493309577, -0.03859201738046177, 0.20912060124815987, 1701461892589178446, 
1.034274425134793, -0.03764163237183723, 0.20797823928747297, 1701461892689461766, 
1.0284078161002406, -0.038081444102390595, 0.2068342993710661, 1701461892778789906, 
1.022150757806483, -0.04041222442770017, 0.20565553326943445, 1701461892848864120, 
1.022150757806483, -0.020856860979191854, 0.20484728878088046, 1701461892848864120, 
1.0160160222719854, -0.020449118448325383, 0.20402116919233007, 1701461893089470722, 
1.009396106765233, -0.04251550347083318, 0.20317085912291344, 1701461893198835260, 
1.0032617918319018, -0.04251410146694538, 0.20191159472460798, 1701461893288963802, 
1.0032617918319018, -0.020447716444437585, 0.2010613126952691, 1701461893288963802, 
0.9967297492139114, -0.02177347539330114, 0.20021688885851432, 1701461893489471647, 
0.990212557883042, -0.04349744649619939, 0.19934693992859034, 1701461893579629383, 
0.983794202528133, -0.04311848895259485, 0.19804910064167244, 1701461893690600997, 
0.9770257855625846, -0.04395590773485799, 0.1967355030649173, 1701461893789687332, 
0.9701140888853663, -0.04560037880922222, 0.19539560513173893, 1701461893899000908, 
0.9632826903375216, -0.04581031741687669, 0.19402817098569813, 1701461893979489148, 
0.9567922335074279, -0.044406184593127986, 0.19267926751535439, 1701461894090524717, 
0.9501306808105602, -0.043840031756537945, 0.1913470403103673, 1701461894185402886, 
0.9454653720188902, -0.03775620496179225, 0.19015921908912523, 1701461894284474685, 
0.9437058701472824, -0.021416035544259415, 0.18928679486511552, 1701461894382375508, 
0.9402559082662151, -0.017364879175583898, 0.18862847669549251, 1701461894495507903, 
0.9340192102553726, -0.03228886630636585, 0.1878653992445913, 1701461894584361383, 
0.9272123532623543, -0.04347851667953595, 0.1867658314522628, 1701461894684478664, 
0.920274158343457, -0.04581683970638517, 0.18543371479074558, 1701461894779364148, 
0.9125601059737904, -0.048840824295212824, 0.1840031078386401, 1701461894890418186, 
0.9046688323286692, -0.05201775338262604, 0.1825002064430611, 1701461894989370537, 
0.8960030498800212, -0.05519018697923076, 0.18088213254549873, 1701461895089491088, 
0.8874153836508587, -0.05751149559270178, 0.17920581772396993, 1701461895179367462, 
0.8781205028911621, -0.059608489962863866, 0.1774359290948028, 1701461895290080657, 
0.8694058926880917, -0.06003163654255683, 0.1756627852820075, 1701461895389441553, 
0.8606862800598182, -0.058114076104479606, 0.1738808450426048, 1701461895489506572, 
0.8514268515591714, -0.05993013709640079, 0.17210126828713873, 1701461895579388223, 
0.8422845661027561, -0.06133904652354009, 0.17029317984811637, 1701461895691419708, 
0.8328292178295417, -0.06199211243209916, 0.16843604236609797, 1701461895789376236, 
0.823193966497724, -0.06363533201677374, 0.16655385002866813, 1701461895890507079, 
0.8135223574059165, -0.06435620141208391, 0.1646363694488788, 1701461895979385679, 
0.8033960025389695, -0.0659932131958485, 0.162674155096174, 1701461896093468939, 
0.7934315430028733, -0.06696938134347723, 0.1606899935298506, 1701461896185392834, 
0.7835945807568134, -0.06600473927385349, 0.1586948084199104, 1701461896285521190, 
0.7736255996323864, -0.06601981123495637, 0.1567101148928049, 1701461896383436751, 
0.7637932874630148, -0.06600431097932884, 0.15473423119014762, 1701461896493429874, 
0.7541688827326293, -0.06485572299919047, 0.15277251798853536, 1701461896585436138, 
0.7443961050680828, -0.06465727464977311, 0.1508238850175818, 1701461896685917232, 
0.73423029112143, -0.06646197203733088, 0.14885301859480948, 1701461896783278449, 
0.7246296171976729, -0.06588829290136637, 0.1468837342258124, 1701461896893484062, 
0.7147418748752935, -0.0649613874871217, 0.1449067855462931, 1701461896985517011, 
0.7047212687428925, -0.06636116151593467, 0.14293951738772392, 1701461897103306282, 
0.6943964366697598, -0.06781812735177899, 0.14092397201919638, 1701461897194786121, 
0.6844627302769446, -0.0675284615531598, 0.13890536237930645, 1701461897292752290, 
0.6745872411741702, -0.06603065165196524, 0.1368964272080583, 1701461897385697232, 
