x, y, theta, stamp, 
-1.049430251121521, -0.36388087272644043, 2.9255446784773165, 1697825414739960988, 
-1.049430251121521, -0.36388087272644043, 2.9255446925162505, 1697825414779925647, 
-1.049430251121521, -0.36388087272644043, 2.925544688232554, 1697825414830813147, 
-1.049430251121521, -0.36388087272644043, 2.9255446945149286, 1697825414879716710, 
-1.0602940320968628, -0.36045053601264954, 2.8913474253989975, 1697825415179547272, 
-1.1381707191467285, -0.33094748854637146, 2.6758902451605264, 1697825415521383862, 
-1.2160173654556274, -0.27997568249702454, 2.4320645110572263, 1697825415819929951, 
-1.2803235054016113, -0.21109230816364288, 2.1802832153246423, 1697825416128003651, 
-1.3305459022521973, -0.11509659141302109, 1.9019994431360787, 1697825416479655143, 
-1.3520076274871826, -0.02900189533829689, 1.7141083271046484, 1697825416770555150, 
-1.3596608638763428, 0.06281059980392456, 1.5686271638502682, 1697825417069661252, 
-1.3554304838180542, 0.15651527047157288, 1.4601912280761475, 1697825417375674598, 
-1.3398751020431519, 0.2644757628440857, 1.4065737683606703, 1697825417729567193, 
-1.3246287107467651, 0.35469916462898254, 1.401626249719487, 1697825418029622483, 
-1.310197353363037, 0.4430961608886719, 1.4156876625589023, 1697825418320291092, 
-1.2966161966323853, 0.5491911768913269, 1.4627555859798227, 1697825418669688788, 
-1.2896802425384521, 0.6444429159164429, 1.5182374973131705, 1697825418979510229, 
-1.2880531549453735, 0.7368950247764587, 1.5754848215785944, 1697825419279594481, 
-1.294136881828308, 0.8580257892608643, 1.6486841689649125, 1697825419675597211, 
-1.3039788007736206, 0.9485236406326294, 1.6948253118953531, 1697825419970596099, 
-1.3224380016326904, 1.060786485671997, 1.7459761298099115, 1697825420340544217, 
-1.339766502380371, 1.1457120180130005, 1.7779952416899751, 1697825420620786344, 
-1.359285593032837, 1.2288014888763428, 1.8086839618391048, 1697825420929566655, 
-1.3852447271347046, 1.330343246459961, 1.8234606387923689, 1697825421279634199, 
-1.4063575267791748, 1.4106814861297607, 1.8221887675415767, 1697825421579579586, 
-1.4246395826339722, 1.4810295104980469, 1.819438583916497, 1697825421870650315, 
-1.4417442083358765, 1.5502374172210693, 1.8082354492513038, 1697825422179518389, 
-1.4573876857757568, 1.617430567741394, 1.7840500009079285, 1697825422529594039, 
-1.4681159257888794, 1.6686177253723145, 1.7645363826425633, 1697825422831605581, 
-1.4769582748413086, 1.7146867513656616, 1.7441606925556745, 1697825423138987285, 
-1.484287142753601, 1.7594138383865356, 1.7175780255526525, 1697825423487519278, 
-1.4889339208602905, 1.7916276454925537, 1.6961393891905379, 1697825423778088392, 
-1.4919567108154297, 1.8160521984100342, 1.6741308279497966, 1697825424080767520, 
-1.4943914413452148, 1.844308853149414, 1.6555844484645184, 1697825424429585427, 
-1.496101975440979, 1.8640062808990479, 1.638643048889956, 1697825424719895971, 
-1.4973355531692505, 1.881701946258545, 1.6235021274885677, 1697825425019680524, 
-1.498464822769165, 1.8999594449996948, 1.6090344621645747, 1697825425375689165, 
-1.4988224506378174, 1.9135454893112183, 1.6012408556548738, 1697825425679624220, 
-1.4992018938064575, 1.9249799251556396, 1.5919608686610016, 1697825425969949910, 
-1.4993762969970703, 1.9364933967590332, 1.58552795824621, 1697825426314677738, 
-1.499629259109497, 1.9427403211593628, 1.5812320969710094, 1697825426623577361, 
-1.499570369720459, 1.9530891180038452, 1.577435314096734, 1697825426929631449, 
