x, y, theta, stamp, 
-1.016150951385498, 0.017190920189023018, -0.8305278926742987, 1697826178093970416, 
-1.016150951385498, 0.017190920189023018, -0.8305278926742987, 1697826178123809543, 
-1.016150951385498, 0.017190920189023018, -0.8305278926742987, 1697826178184069268, 
-1.016150951385498, 0.017190920189023018, -0.8305278926742987, 1697826178284020370, 
-1.0134482383728027, 0.014154838398098946, -0.8005893580334331, 1697826178584069567, 
-0.9796121716499329, -0.01373779121786356, -0.538288302749076, 1697826178873482502, 
-0.89784175157547, -0.04000195115804672, -0.011682054779107312, 1697826179224181919, 
-0.8222967982292175, -0.02603938803076744, 0.4577353831711611, 1697826179532667357, 
-0.7613288164138794, 0.021278314292430878, 1.0046395442463587, 1697826179885272230, 
-0.7328807711601257, 0.0902777910232544, 1.4446828614437233, 1697826180183381784, 
-0.7366161346435547, 0.1594538539648056, 1.8823072007772104, 1697826180473622655, 
-0.7733526229858398, 0.2253868281841278, 2.3494005498727453, 1697826180781057784, 
-0.853865921497345, 0.27927011251449585, 2.773213897925202, 1697826181135150307, 
-0.9443715214729309, 0.3036745488643646, 2.974587685967902, 1697826181434064820, 
-1.031708836555481, 0.3173704147338867, 2.996830193407713, 1697826181723483647, 
-1.1380845308303833, 0.34007471799850464, 2.809638947594428, 1697826182074302024, 
-1.2168322801589966, 0.380585640668869, 2.45751480232163, 1697826182385077582, 
-1.2691220045089722, 0.44072556495666504, 2.052576644019673, 1697826182684069087, 
-1.293084979057312, 0.5284321904182434, 1.5746899731469532, 1697826183034100255, 
-1.2811455726623535, 0.6064074635505676, 1.2153373730569261, 1697826183319709841, 
-1.2456257343292236, 0.676677405834198, 0.9656235793818359, 1697826183579071387, 
-1.1659598350524902, 0.7711437344551086, 0.7726119726114917, 1697826183985066994, 
-1.1029644012451172, 0.8382129669189453, 0.8535534401746411, 1697826184284100964, 
-1.0508977174758911, 0.9133933782577515, 1.0926163918030805, 1697826184585075438, 
-1.0266207456588745, 0.9798837900161743, 1.3554947039015126, 1697826184825275781, 
-1.0296753644943237, 1.088571310043335, 1.8755257018493914, 1697826185224262865, 
-1.0718947649002075, 1.163618564605713, 2.285096867347547, 1697826185534249676, 
-1.1406645774841309, 1.220670223236084, 2.6268606230323592, 1697826185835075085, 
-1.2415012121200562, 1.2584668397903442, 2.936369630034542, 1697826186185077983, 
-1.3302050828933716, 1.273601770401001, 2.993227246015529, 1697826186475081027, 
-1.423741340637207, 1.2923232316970825, 2.874489062745462, 1697826186784101512, 
-1.5207270383834839, 1.3334766626358032, 2.56177544876529, 1697826187132712660, 
-1.5801234245300293, 1.3884809017181396, 2.1607031341329273, 1697826187434726967, 
-1.6101481914520264, 1.4570063352584839, 1.746912439207213, 1697826187724600182, 
-1.6054627895355225, 1.54681396484375, 1.2488504930277793, 1697826188075165298, 
-1.5654548406600952, 1.6228718757629395, 0.8645988401062032, 1697826188382082511, 
-1.4977210760116577, 1.6837646961212158, 0.5617573155597565, 1697826188685093760, 
-1.4017466306686401, 1.7329546213150024, 0.3805367898658344, 1697826189035110790, 
-1.3213891983032227, 1.7685376405715942, 0.43411248853903445, 1697826189324410717, 
-1.255658507347107, 1.8081079721450806, 0.6619083910432928, 1697826189625112490, 
-1.2117359638214111, 1.8579537868499756, 1.088494891917718, 1697826189935191964, 
-1.2011874914169312, 1.923050045967102, 1.7459112634315521, 1697826190285121028, 
-1.2253766059875488, 1.9723725318908691, 2.2993684934624965, 1697826190575152401, 
-1.274862289428711, 2.002634048461914, 2.8884649091798345, 1697826190875191524, 
-1.3483214378356934, 1.9981807470321655, -2.7585120275462764, 1697826191226258734, 
-1.3969916105270386, 1.9612541198730469, -2.226753431898287, 1697826191535206812, 
-1.420451045036316, 1.9068690538406372, -1.7167011297246864, 1697826191864548670, 
-1.4245702028274536, 1.8590481281280518, -1.5863046291805478, 1697826192185123341, 
-1.4237614870071411, 1.8231924772262573, -1.482416553166981, 1697826192475118199, 
-1.4261621236801147, 1.7969844341278076, -1.8731944492527455, 1697826192785120242, 
-1.4565436840057373, 1.7675000429153442, -2.8226039232194795, 1697826193275124040, 
-1.492284893989563, 1.7669522762298584, 2.8699600623454025, 1697826193585131165, 
-1.5284780263900757, 1.792158603668213, 2.1946024006921636, 1697826193935121069, 
-1.5424606800079346, 1.8322579860687256, 1.620477443848909, 1697826194236264348, 
-1.527406930923462, 1.884838581085205, 0.9514667495645008, 1697826194584331069, 
-1.492912769317627, 1.912932276725769, 0.4050973221055017, 1697826194875211442, 
-1.4540269374847412, 1.923136591911316, 0.05784691340301806, 1697826195183272970, 
-1.413804531097412, 1.9232430458068848, -0.07566701594767196, 1697826195535519811, 
-1.3792351484298706, 1.9249482154846191, 0.17007439085424544, 1697826195835188563, 
-1.3620643615722656, 1.9318733215332031, 0.6750077242713917, 1697826196125038325, 
-1.3509501218795776, 1.9484508037567139, 1.3436459969823447, 1697826196475272006, 
-1.3523027896881104, 1.9731918573379517, 1.9423737325469188, 1697826196787169366, 
-1.3686845302581787, 1.9944621324539185, 2.5146794802629366, 1697826197085237805, 
-1.4013415575027466, 2.004944324493408, -3.1011843683070306, 1697826197435144614, 
-1.4293156862258911, 1.9972975254058838, -2.652394530860631, 1697826197724323729, 
-1.4524966478347778, 1.9769387245178223, -2.1967153065965164, 1697826198025150183, 
-1.468767762184143, 1.9405900239944458, -1.7887033816742557, 1697826198330218869, 
-1.4731577634811401, 1.9136523008346558, -1.6858890963871833, 1697826198681161073, 
-1.47723388671875, 1.8988105058670044, -1.9204609269714685, 1697826198974441474, 
-1.483903408050537, 1.8889175653457642, -2.4920821314786648, 1697826199275154164, 
-1.4979324340820312, 1.883608102798462, 3.1183745864442187, 1697826199625159816, 
-1.5157346725463867, 1.8889098167419434, 2.528438083399834, 1697826199935152893, 
-1.5297815799713135, 1.9083601236343384, 1.8587416757745017, 1697826200284494445, 
-1.5302326679229736, 1.9292329549789429, 1.3053662312233667, 1697826200575134213, 
-1.5206032991409302, 1.9474495649337769, 0.783771869601617, 1697826200875220424, 
-1.5010353326797485, 1.9591683149337769, 0.2687096103030113, 1697826201185184058, 
