kf_x, kf_y, stamp, 
0.00064318697982909, 1.1973457035845776e-07, 1701461170759380838, 
0.0017104302875300252, 1.1846279978737906e-07, 1701461170809917311, 
0.002899508921267273, 1.3885273665679082e-05, 1701461170850886547, 
0.004073870901237053, 2.983032092022591e-05, 1701461170901303329, 
0.005066537140339646, -9.342839994439078e-05, 1701461170999235200, 
0.005210269572663719, -0.00027129738703924255, 1701461171091503131, 
0.0047558846927534815, -0.00014539946090556046, 1701461171250722123, 
0.003911715117669748, -9.613703541043315e-05, 1701461171355713487, 
0.003704033839502756, -6.926446376238587e-05, 1701461171445085872, 
0.0037646622551903504, -4.9860700745348846e-05, 1701461171544637780, 
0.003944197961048378, -4.907816521959588e-05, 1701461171654858454, 
0.003827828267992684, -4.3729145142671835e-05, 1701461171755679666, 
0.003980236789575231, -4.201684781463611e-05, 1701461171845092226, 
0.0038841595341317725, -4.0848751595941536e-05, 1701461171944878005, 
0.003621102479862444, -3.400385397466417e-05, 1701461172054740264, 
0.0037214343276305442, -3.519016022468426e-05, 1701461172155695609, 
0.003935295266081629, -4.231644430959547e-05, 1701461172245110896, 
0.0039470537266369, -4.4375942960091034e-05, 1701461172344909972, 
0.00408940276106491, -5.360346627624456e-05, 1701461172455848316, 
0.004041351927911001, -5.410580045810154e-05, 1701461172555698547, 
0.0039604278101426655, -4.962462296742346e-05, 1701461172647143869, 
0.003996356810354003, -5.4037273850482165e-05, 1701461172744732811, 
0.003939609825872346, -4.79075914703306e-05, 1701461172854729085, 
0.003934871676794395, -4.694993248047892e-05, 1701461172955706205, 
0.003944417644171582, -4.935221883367968e-05, 1701461173046125690, 
0.003944045369368652, -5.0100082663484407e-05, 1701461173144739439, 
0.003883128281449579, -3.787423265423577e-05, 1701461173206550942, 
0.003876123578665963, -3.307447001077356e-05, 1701461173354713195, 
0.0038859028305275865, -4.13677994410485e-05, 1701461173395227147, 
0.003887187449613778, -4.225385849108531e-05, 1701461173495217746, 
0.0038942707355203578, -4.7290188011252674e-05, 1701461173606284228, 
0.0038833631268193336, -4.0515690767049e-05, 1701461173705388058, 
0.00388618789713899, -4.306442171519234e-05, 1701461173796275187, 
0.003877477526192951, -3.418208254035653e-05, 1701461173896796718, 
0.003873568490108046, -2.7007339601415386e-05, 1701461174006860201, 
0.0038717197139691364, -2.4787871446139322e-05, 1701461174057719579, 
0.0038731770459103547, -5.654521650441217e-05, 1701461174296824155, 
0.0038711176427939234, -4.699854368142343e-05, 1701461174405317471, 
0.003871728387801751, -3.64517151672544e-05, 1701461174646410798, 
0.0038724049210826688, -3.0983012293369805e-05, 1701461174743411172, 
0.0038693027539011653, -4.2348748173491634e-05, 1701461174855888909, 
0.0038681445660946117, -4.515471214347324e-05, 1701461174952844334, 
0.0038688242038299827, -4.2444373241483024e-05, 1701461175045723482, 
0.0038770380379198515, -1.80038088261433e-05, 1701461175142751608, 
0.003875332960745171, -2.3759143404080874e-05, 1701461175256374179, 
0.003881436483190861, -6.641518469770663e-06, 1701461175306850506, 
0.0038786243273247773, -1.4349716810448906e-05, 1701461175395840084, 
0.0038766672913935186, -1.933720060844248e-05, 1701461175495931259, 
0.003872817070579696, -2.859741922117546e-05, 1701461175605609125, 
0.0038781357282370427, -1.5998229690979905e-05, 1701461175706500198, 
0.003877937089287954, -1.676360434487229e-05, 1701461175796310015, 
0.003872816563243599, -2.8935690823769866e-05, 1701461175895118255, 
