acc_x, acc_y, angular_z, stamp, 
0.005650937557220459,-0.00833362340927124,1.159432748382309e-05,1696616058534215404,
0.01281428337097168,-0.018993735313415527,2.0999963589440817e-05,1696616058541315070,
-0.015947580337524414,-0.008356332778930664,1.4821670771701988e-05,1696616058551374034,
-0.0207974910736084,0.01840353012084961,1.1531415564746457e-05,1696616058720176275,
-0.028633058071136475,0.008741140365600586,0.000565588932421614,1696616058982078885,
0.6085634231567383,0.01317507028579712,-0.3576952919342012,1696616059250454055,
0.2978147864341736,-0.036756277084350586,-0.6647530650643779,1696616059480049115,
-0.37588948011398315,-0.3437008261680603,-0.7049450088559909,1696616059759572914,
-0.13474410772323608,-0.5687605738639832,-0.504631714077538,1696616060102070969,
-0.2225426435470581,-0.6889110803604126,-0.6532064325717594,1696616060409207012,
0.16798382997512817,0.11129587888717651,-0.7120062451422651,1696616060738236324,
0.29533350467681885,0.2725970149040222,-0.6797919168494987,1696616061067820474,
-0.07683694362640381,-0.6236003041267395,-0.5620017786156494,1696616061399013768,
-0.11244535446166992,-0.5395322442054749,-0.5419670432642714,1696616061719029096,
-0.6322928667068481,-0.240825355052948,-0.5312096104910387,1696616062038750808,
-0.24314427375793457,-0.03438889980316162,-1.1244545773749626,1696616062365049066,
-0.38505107164382935,-0.0007121562957763672,-0.564083013529179,1696616062677158709,
-0.37281399965286255,0.3715169429779053,-0.7653429262358323,1696616063014106832,
0.0739850401878357,-0.23316943645477295,-0.6672910245196473,1696616063334608988,
-0.21958893537521362,-0.2651336193084717,-0.8011180500316625,1696616063663163625,
0.15489083528518677,-0.7512784004211426,-0.7113074806041191,1696616063984364814,
0.04161369800567627,-0.006549954414367676,-0.7607149866509522,1696616064303256177,
0.6631941795349121,-0.8464649319648743,-0.6963048655486692,1696616064632834132,
-0.6380040049552917,-0.6372761726379395,-0.6791015939552565,1696616064952380333,
0.2827545404434204,-0.8735088109970093,-0.7131603494310461,1696616065271991724,
-0.039376795291900635,0.062451958656311035,-0.6545041749383967,1696616065601522969,
0.040009915828704834,-0.1304963231086731,-0.7262004769702243,1696616065920960320,
-0.03094792366027832,-0.740788996219635,-0.6778447607014547,1696616066240553179,
-0.04364359378814697,-0.10006380081176758,-0.5957343431611904,1696616066630916168,
