acc_x, acc_y, angular_z, stamp, 
0.6827439665794373,-0.6787497401237488,-0.6347069403353781,1696616066950872055,
0.1530051827430725,-0.17406445741653442,-0.7617573770389798,1696616067279631152,
0.2775304317474365,-0.23023128509521484,-0.8815142611735591,1696616067598679284,
-0.4974004626274109,0.4234464168548584,-0.6684032432707129,1696616067928261896,
0.03271806240081787,-0.6374503970146179,-0.7690386847177023,1696616068247197800,
0.35970520973205566,0.41297322511672974,-0.6800631391999556,1696616068577450642,
0.23743337392807007,-0.8328925371170044,-0.7164678183584199,1696616068896883402,
0.18047970533370972,-0.1320180892944336,-0.6673245744949347,1696616069216383787,
-0.3709811568260193,-0.6736252903938293,-0.7540171336387718,1696616069545146717,
0.10159224271774292,-0.08729588985443115,-0.5550024044565924,1696616069877973715,
-0.09544569253921509,-1.0453410148620605,-0.6095102143909088,1696616070195069434,
-0.5209038257598877,-0.2630912661552429,-0.6556429300510995,1696616070514673944,
0.061983346939086914,-0.523371160030365,-0.6215690589311136,1696616070844105209,
-0.40848439931869507,0.30149632692337036,-0.6022915007870061,1696616071163815765,
-0.29877370595932007,-0.625887930393219,-0.5534293529255138,1696616071495458410,
-0.6075345873832703,0.1567109227180481,-0.5723442862544659,1696616071814144966,
0.5936353206634521,-0.1383553147315979,-0.5256945035676507,1696616072135537673,
0.1951236128807068,0.13963180780410767,-0.899895813524234,1696616072461942285,
-0.1101270318031311,-0.6955440044403076,-0.6841590193185152,1696616072791463105,
0.3564338684082031,0.03631108999252319,-0.6593199906034107,1696616073111055180,
-0.09430485963821411,-0.976344883441925,-0.6600790903158357,1696616073430939542,
0.6774808764457703,-0.07519614696502686,-0.6630564938364993,1696616073760302267,
0.42153286933898926,-0.7314967513084412,-0.5248490096689582,1696616074070901137,
0.1003527045249939,-0.7448717355728149,-0.6222595048137375,1696616074369981643,
0.6433990001678467,-0.7216953635215759,-0.6419077078776844,1696616074727736918,
-0.6424078345298767,-0.03298079967498779,-0.6316673220773658,1696616075058347450,
0.4176344871520996,-0.4109707474708557,-0.5572323767210475,1696616075377877576,
0.25958263874053955,0.26441842317581177,-0.5924889196672685,1696616075697431227,
0.07562631368637085,-0.10459321737289429,-0.7081057890397958,1696616076026931778,
1.21201491355896,-0.14572513103485107,-0.5094328459366932,1696616076359586802,
0.003182709217071533,-0.8403947949409485,-0.5113319652945983,1696616076678788703,
0.3197242021560669,-1.1381791830062866,-0.6779214908414765,1696616077005549940,
-0.47755682468414307,-0.2863529324531555,-0.6630290743024488,1696616077325318687,
0.07936424016952515,-0.3138885498046875,-0.5771539788385974,1696616077656743699,
-1.037408709526062,-0.6683322787284851,-0.6607753700234926,1696616078044093669,
0.41617757081985474,-0.1884106993675232,-0.6016026489887133,1696616078375101402,
-0.17100071907043457,-1.1733715534210205,-0.5581047659078137,1696616078695196878,
-0.40490061044692993,0.028375685214996338,-0.6500652502784683,1696616079014157553,
-0.5470355153083801,-0.9951047301292419,-0.833102010407636,1696616079342335860,
-0.2523488402366638,-0.4510273337364197,-0.6901624271952227,1696616079671927893,
-0.5831347107887268,-0.06365376710891724,-0.6527114504494177,1696616079991725896,
0.1951749324798584,-0.3102598190307617,-0.6950724169931889,1696616080320953784,
-0.31622010469436646,-0.3269975781440735,-0.7001591469031845,1696616080640613981,
0.07017838954925537,-0.15780365467071533,-0.635372030598796,1696616080970710006,
0.3717347979545593,-0.13135504722595215,-0.6715357257760558,1696616081299611085,
0.24085557460784912,-0.4807273745536804,-0.8375599907896467,1696616081617139121,
0.428805410861969,0.21694111824035645,-0.6588235901964226,1696616081948694121,
-0.006790637969970703,-0.3502954840660095,-0.6678365037679909,1696616082268306171,
-0.02966970205307007,-0.9790319800376892,-0.6129894417473393,1696616082599606075,
-0.6315621137619019,-0.5303515791893005,-0.5813442550907255,1696616082919593623,
0.485285222530365,0.07477384805679321,-0.944069727466535,1696616083246876688,
-0.006528735160827637,0.055317819118499756,-0.6688755451017818,1696616083576422157,
-0.2429753541946411,-1.027828335762024,-0.6122732641309346,1696616083896196504,
-0.14683842658996582,0.4930064082145691,-0.6606043607573326,1696616084225490945,
0.7633218765258789,-0.5812822580337524,-0.7484798224521211,1696616084545045798,
0.28450798988342285,-0.17926883697509766,-0.6405518114644633,1696616084874650227,
