imu_ax, imu_ay, kf_ax, kf_ay, odom_v, odom_w, kf_vx, kf_w, odom_x, odom_y, kf_x, kf_y, odom_th, kf_th, stamp, 
-0.010879814624786377, 0.005913376808166504, -0.0006130064969873016, -0.0, 0.0, 0.0, -1.5009953403215025e-05, 0.0, 0.34616413712501526, 0.10437913239002228, 3.001990680643005e-06, 0.0, 1.2742721236378218, 0.0, 1700253846303696817, 
-0.005858242511749268, -0.01809823513031006, -0.0009257147791972408, -1.8473699174269325e-13, 0.0, 0.0, -5.179924929682648e-05, 3.566402877464313e-09, 0.34616413712501526, 0.10437913239002228, 8.847849742203802e-06, -2.8474223940335833e-16, 1.2742721236378218, 4.173450175756111e-10, 1700253846351711503, 
-0.025782644748687744, 0.02737569808959961, -0.0025200914372805177, 2.748674624414197e-12, 0.0, 0.0, -0.00018102802049704125, -1.5183697070029675e-08, 0.34616413712501526, 0.10437913239002228, 2.9109221667475766e-05, 5.985956308450291e-15, 1.2742721236378218, -1.535809615743103e-09, 1700253846399731742, 
-0.010423123836517334, 0.011744558811187744, -0.0029662692376647994, 8.66507417466844e-12, 0.0, 0.0, -0.0002628787673748951, -3.296224438815576e-08, 0.34616413712501526, 0.10437913239002228, 4.062651811312394e-05, 4.6392750447377473e-14, 1.2742721236378218, -5.2196654447491615e-09, 1700253846447717339, 
0.7920517921447754, -0.04639172554016113, 0.05254594024107963, 5.253827097704154e-10, 0.0, 0.0, 0.004235315086337385, 1.240480812077563e-07, 0.34616413712501526, 0.10437913239002228, -0.0006149466391415919, -1.1235154678094254e-12, 1.2742721236378218, 1.0265431116798167e-08, 1700253846543572042, 
0.7516602277755737, 0.35696572065353394, 0.1177094058627844, 0.008314860524300203, 0.07429785145071786, 0.39545702934265137, 0.045336445762971744, 0.18340344913167658, 0.3473372757434845, 0.10907280445098877, 0.0025375404864476873, 4.7474270834567224e-06, 1.3018467094531343, 0.021647105340652752, 1700253846655732392, 
-0.17179971933364868, 0.42762482166290283, 0.11562395234193404, 0.033809668076654906, 0.13098837565236857, 0.5769442915916443, 0.09237660225382571, 0.3659981775878177, 0.3500147759914398, 0.12016287446022034, 0.0111450226695382, 0.00019900660174493638, 1.3520545342002936, 0.06136176361026839, 1700253846751679344, 
0.014354169368743896, 0.1719568371772766, 0.12093646121733721, 0.06293547032590574, 0.15312798052006918, 0.6377454996109009, 0.12790863218472298, 0.49203458164587077, 0.3551315665245056, 0.15004995465278625, 0.022970326446733212, 0.0009523070411918042, 1.4786219660569129, 0.11264499680373072, 1700253846943748601, 
-0.025784015655517578, 0.11247891187667847, 0.11254581381897509, 0.07895471486593163, 0.14873162737367981, 0.6171002984046936, 0.14354602526949736, 0.5500306589311673, 0.35617300868034363, 0.1670980453491211, 0.036248406008687166, 0.0024903756731375877, 1.5503244027955827, 0.16858690266993148, 1700253847055718883, 
0.01294642686843872, -0.08458632230758667, 0.10229454990072895, 0.08728640803213203, 0.14577069676047705, 0.6315826773643494, 0.1485651253897071, 0.5875295955438234, 0.35611692070961, 0.18117500841617584, 0.04990238652530465, 0.004877914350169933, 1.6120509266142258, 0.22794067700401718, 1700253847152057668, 
0.13802170753479004, 0.014185607433319092, 0.0996789524544403, 0.08981580132614288, 0.13962552546059068, 0.6200807690620422, 0.14907603154604682, 0.6024831785141829, 0.3559495806694031, 0.1878267526626587, 0.06334303234929825, 0.008075498471694142, 1.641598727557578, 0.28842785126826564, 1700253847199706623, 
-0.0957304835319519, 0.2902113199234009, 0.08211798315025434, 0.09104727561551537, 0.14406615276367285, 0.5950422883033752, 0.1519018276110413, 0.5993823579835416, 0.35375919938087463, 0.20822548866271973, 0.07720762297808126, 0.01215115486354706, 1.7289983187393152, 0.34831765893600625, 1700253847343728337, 
0.07511025667190552, -0.1363491415977478, 0.07409233549171303, 0.08391088070052485, 0.13459868039707829, 0.5474437475204468, 0.14594749938731727, 0.5749388036984527, 0.35109958052635193, 0.22299133241176605, 0.09013516599599625, 0.01685349613482248, 1.79061512503523, 0.4054266150710262, 1700253847455115211, 
0.1263445019721985, -0.03682500123977661, 0.07228332140483466, 0.07764101640244184, 0.13321487543848803, 0.5060703158378601, 0.14302620479873696, 0.5428446941712284, 0.3479456603527069, 0.23528479039669037, 0.10251599344089898, 0.022162417405954923, 1.84010167507646, 0.45920528064835153, 1700253847552095380, 
-0.19826006889343262, 0.2529970407485962, 0.05263936259693561, 0.0797732331914074, 0.14964569971179578, 0.5234858393669128, 0.14934247202527484, 0.5341630690156683, 0.34612032771110535, 0.24215073883533478, 0.11562824265635047, 0.02850679782616826, 1.8649538646830481, 0.5124842245888803, 1700253847599568602, 
-0.15644598007202148, 0.119304358959198, 0.0325401080555249, 0.06405184451641965, 0.13645573681590084, 0.3362205922603607, 0.14473031555184512, 0.4425599728169948, 0.33963271975517273, 0.2616420090198517, 0.12811873519385972, 0.03525681076638352, 1.925335494974181, 0.5552943184862349, 1700253847743061614, 
